Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,Query prompt,Query interface,SG Mandatory,,ADIT exists,User full view,Metabolomics,Metabolites,SENCI,Fragment library,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Interface,bmrbPdbMatchID,bmrbPdbTransFunc,STAR flag,DB flag,SfNamelFlg,Sf category flag,Sf pointer,Natural primary key,Natural foreign key,obsolete tag,Parent tag,public,internal,small molecule,small molecule,metabolomics,Entry completeness,Overide public,internal,small molecule,small molecule,metabolomic,metabolomic,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,NEF equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type,STAR vs Curated DB,Key group,Reference table,Reference column,Dictionary description,variableTypeMatch,entryIdFlg,outputMapExistsFlg,lclSfIdFlg,Met ADIT category view name,Met Example,Met Prompt,Met Description,SM Struct ADIT-NMR category view name,SM Struct Example,SM Struct Prompt,SM Struct Description,Met default value,SM default value
45840,deduced_secd_struct_features,N,T6,8,structure,550,Secondary struct feature,_Deduced_secd_struct_feature.Sf_ID,,,,,,N,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Deduced_secd_struct_list,Sf_ID,,,,Y,180,,,,,,4,?,n/a,Pointer to '_Deduced_secd_struct_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Deduced_secd_struct_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Deduced_secd_struct_feature,Sf_ID,?,?,N,,N,N,int,,,,,Pointer to '_Deduced_secd_struct_list.Sf_ID',,N,,?,Secondary struct feature,?,n/a,Pointer to '_Deduced_secd_struct_list.Sf_ID',,,,?,?,?
45850,deduced_secd_struct_features,N,T6,8,structure,550,Secondary struct feature,_Deduced_secd_struct_feature.Entry_ID,,,,,,N,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,190,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,I,,,,,V,I,,,,,?,0,Deduced_secd_struct_feature,Entry_ID,?,?,N,,N,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,Secondary struct feature,?,n/a,Pointer to '_Entry.ID',,,,?,?,?
45860,deduced_secd_struct_features,N,T6,8,structure,550,Secondary struct feature,_Deduced_secd_struct_feature.Deduced_secd_struct_list_ID,,,,,,N,H,,M,,,N,,,,,,Deduced secd struct list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Deduced_secd_struct_list,ID,,,,Y,200,,,,,,5,?,n/a,Pointer to '_Deduced_secd_struct_list.ID',?,?,Y,Y,N,N,N,,,,_Deduced_secd_struct_list.ID,V,I,,,,,V,I,,,,,?,0,Deduced_secd_struct_feature,Deduced_secd_struct_list_ID,Y,?,N,,N,N,int,,,,,Pointer to '_Deduced_secd_struct_list.ID',,N,,Y,Secondary struct feature,?,n/a,Pointer to '_Deduced_secd_struct_list.ID',,,,?,?,?
45870,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,_Deduced_H_bond_list.Sf_category,,,,,,Y,H,,M,,,N,,,,,,Sf category,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,12600,,,,,,1,?,n/a,Category definition for the information content of the save frame,?,?,Y,Y,N,Y,N,,,,,V,V,,,,C,V,V,,,,,?,0,Deduced_H_bond_list,Sf_category,?,?,N,,Y,N,code,,,,,Category definition for the information content of the save frame,,N,,?,Hydrogen bonds deduced from experimental data,?,n/a,Category definition for the information content of the save frame,,,,?,?,?
45880,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,_Deduced_H_bond_list.Sf_framecode,,,,,,Y,H,,M,,,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,12610,,,,,,2,?,Label for list of deduced hydrogen bonds,A label for the save frame that describes in very brief terms the information contained in the save frame.,?,?,Y,Y,Y,N,N,,,,,V,V,,,,,V,V,,,,,deduced_H_bond_list_1,0,Deduced_H_bond_list,Sf_framecode,?,?,N,,Y,N,framecode,,,,,A label for the save frame that describes in very brief terms the information contained in the save frame.,,N,,?,Hydrogen bonds deduced from experimental data,?,Label for list of deduced hydrogen bonds,A label for the save frame that describes in very brief terms the information contained in the save frame.,,,,?,?,?
45890,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,_Deduced_H_bond_list.Entry_ID,,,,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,N,12620,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,Deduced_H_bond_list,Entry_ID,Y,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,Hydrogen bonds deduced from experimental data,?,n/a,Pointer to '_Entry.ID',,,,?,?,?
45900,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,_Deduced_H_bond_list.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,Y,,,,,,,,N,12630,,,,,,4,?,n/a,An integer value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,,,,,I,I,,,,,I,I,,,,,?,0,Deduced_H_bond_list,Sf_ID,?,?,N,,Y,N,int,,,,,An interger value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,,N,,?,Hydrogen bonds deduced from experimental data,?,n/a,An integer value that is the unique identifier for the save frame that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,,,,?,?,?
45910,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,_Deduced_H_bond_list.ID,,,,,,Y,H,,M,,,N,,,,,,ID,INTEGER,NOT NULL,,,,N,N,Y,Y,,,,,,,N,12640,,,,,,5,?,n/a,Unique identifier for the list of reported hydrogen bonds deduced from experimental data.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,0,Deduced_H_bond_list,ID,Y,?,N,,Y,N,int,,,,,Unique identifier for the list of reported hydrogen bonds deduced from experimental data.,,N,,Y,Hydrogen bonds deduced from experimental data,?,n/a,Unique identifier for the list of reported hydrogen bonds deduced from experimental data.,,,,?,?,?
45920,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,_Deduced_H_bond_list.Name,,,,,,Y,H,,M,,,N,,,,,,Name,VARCHAR(127),,,,,N,N,,,,,,,,,N,12650,,,,,,0,?,Name for list of deduced hydrogen bonds,A name for the data set that describes in very brief terms the information contained in the data set.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Deduced_H_bond_list,Name,?,?,N,,Y,N,line,,,,,A name assigned to the save frame.,,N,,?,Hydrogen bonds deduced from experimental data,?,Name for list of deduced hydrogen bonds,A name for the data set that describes in very brief terms the information contained in the data set.,,,,?,?,?
45930,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,_Deduced_H_bond_list.Data_file_name,,,,,,Y,H,,M,,,N,,Upload data,_Upload_data.Data_file_name,,,Data file name,VARCHAR(127),,Y,,,N,N,,,,,,,,,N,12660,,19,,,,0,?,Deposited data file name,The name of the file submitted with this depostion that contains the quantitative data for this save frame.,?,?,Y,Y,N,N,N,,,,,I,V,,,,,I,V,,,,,?,1,Deduced_H_bond_list,Data_file_name,?,?,N,,Y,N,line,,,,,The name of the file submitted with this depostion that contains the quantitative data for this save frame.,,N,,?,Hydrogen bonds deduced from experimental data,?,Deposited data file name,The name of the file submitted with this depostion that contains the quantitative data for this save frame.,,,,?,?,?
45940,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,_Deduced_H_bond_list.Details,,,,,,Y,H,,M,,,N,,,,,,Details,TEXT,,,,,N,N,,,,,,,,,N,12670,,,,,,0,?,Details,Text providing additional information regarding the hydrogen bonds.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Deduced_H_bond_list,Details,?,?,N,,Y,N,text,,,,,Text providing additional information regarding the hydrogen bonds.,,N,,?,Hydrogen bonds deduced from experimental data,?,Details,Text providing additional information regarding the hydrogen bonds.,,,,?,?,?
45950,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,_Deduced_H_bond_list.Sample_condition_list_ID,,,,,,Y,H,,M,,,N,,,,,,Sample condition list ID,INTEGER,NOT NULL,,,,N,N,,,,Sample_condition_list,ID,,,,N,12680,,,,,,7,?,Sample conditions ID,Pointer to '_Sample_condition_list.ID',?,?,Y,Y,N,N,N,,,,_Sample_condition_list.ID,V,V,,,,,V,V,,,,,?,0,Deduced_H_bond_list,Sample_condition_list_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Sample_condition_list.ID',,N,,?,Hydrogen bonds deduced from experimental data,?,Sample conditions ID,Pointer to '_Sample_condition_list.ID',,,,?,?,?
45960,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,_Deduced_H_bond_list.Sample_condition_list_label,,,,,,Y,H,,M,,,N,,,,,,Sample condition list label,VARCHAR(127),NOT NULL,,,,N,N,,,,Sample_condition_list,Sf_framecode,,,,N,12690,,9,,,,8,?,Sample conditions name,Select from the pull down list the name assigned to a set of sample conditions entered earlier in the deposition process.,?,?,Y,Y,N,N,Y,,,,,O,V,,,,,V,V,,,,,?,0,Deduced_H_bond_list,Sample_condition_list_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'sample_conditions',,N,,?,Hydrogen bonds deduced from experimental data,?,Sample conditions name,Select from the pull down list the name assigned to a set of sample conditions entered earlier in the deposition process.,,,,?,?,?
45970,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,_Deduced_H_bond_list.Text_data_format,,,,,,N,H,,M,,,N,,,,,,Text data format,VARCHAR(31),,,,,N,N,,,,,,,,,N,12700,,,,,,0,?,Text data format,The data format used to represent the deduced hydrogen bond data as ASCII text in the text block that is the value to the '_Assigned_chem_shift.Text_data' tag.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Deduced_H_bond_list,Text_data_format,?,?,N,,Y,N,line,,,,,The data format used to represent the deduced hydrogen bond data as ASCII text in the text block that is the value to the '_Deduced_H_bond_list.Text_data' tag.,,N,,?,Hydrogen bonds deduced from experimental data,?,Text data format,The data format used to represent the deduced hydrogen bond data as ASCII text in the text block that is the value to the '_Assigned_chem_shift.Text_data' tag.,,,,?,?,?
45980,deduced_hydrogen_bonds,N,R,8,structure,560,Hydrogen bonds deduced from experimental data,_Deduced_H_bond_list.Text_data,,,,,,N,H,,M,,,N,,,,,,Text data,TEXT,,,,,N,N,,,,,,,,,N,12710,,,,,,0,?,Text data,A set of hydrogen bond data formatted as ASCII text.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,0,Deduced_H_bond_list,Text_data,?,?,N,,Y,N,text,,,,,A set of hydrogen bond data formatted as ASCII text.,,N,,?,Hydrogen bonds deduced from experimental data,?,Text data,A set of hydrogen bond data formatted as ASCII text.,,,,?,?,?
45990,deduced_hydrogen_bonds,N,T6,8,structure,560,NMR experiments used to derive these data,_Deduced_H_bond_experiment.Experiment_ID,,,,,,Y,H,,M,,,N,,,,,,Experiment ID,INTEGER,NOT NULL,,,,N,N,,Y,,Experiment,ID,,,,Y,10,4,,,,,7,?,Experiment ID,Select the name of an experiment entered earlier in the deposition process from the pull down list.,?,?,Y,Y,N,N,N,,,,_Experiment.ID,O,O,,,,R,O,O,,,,,?,0,Deduced_H_bond_experiment,Experiment_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Experiment.ID',,N,,?,NMR experiments used to derive these data,?,Experiment ID,Select the name of an experiment entered earlier in the deposition process from the pull down list.,,,,?,?,?
46000,deduced_hydrogen_bonds,N,T6,8,structure,560,NMR experiments used to derive these data,_Deduced_H_bond_experiment.Experiment_name,,,,,,Y,H,,M,,,N,,,,,,Experiment name,VARCHAR(127),,,,,N,N,,,,Experiment,Name,,,,Y,20,4,,,,,0,?,Experiment name,Select the name of an experiment entered earlier in the deposition process from the pull down list.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,Deduced_H_bond_experiment,Experiment_name,?,?,N,,Y,N,line,,,,,The name of an experiment used to determine the data reported. The experiment name should exist in the experiments listed as values to the tag '_Experiment.Name'.,,N,,?,NMR experiments used to derive these data,?,Experiment name,Select the name of an experiment entered earlier in the deposition process from the pull down list.,,,,?,?,?
46010,deduced_hydrogen_bonds,N,T6,8,structure,560,NMR experiments used to derive these data,_Deduced_H_bond_experiment.Sample_ID,,,,,,Y,H,,M,,,N,,,,,,Sample ID,INTEGER,,,,,N,N,,,,Sample,ID,,,,Y,30,4,,,,,7,?,Sample ID,Pointer to '_Sample.ID',?,?,Y,Y,N,N,N,,,,_Sample.ID,O,O,,,,,O,O,,,,,?,0,Deduced_H_bond_experiment,Sample_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Sample.ID',,N,,?,NMR experiments used to derive these data,?,Sample ID,Pointer to '_Sample.ID',,,,?,?,?
46020,deduced_hydrogen_bonds,N,T6,8,structure,560,NMR experiments used to derive these data,_Deduced_H_bond_experiment.Sample_label,,,,,,Y,H,,M,,,N,,,,,,Sample label,VARCHAR(127),,,,,N,N,,,,Sample,Sf_framecode,,,,Y,40,4,8,,,,8,?,Sample label,Pointer to a save frame of the category 'sample',?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,Deduced_H_bond_experiment,Sample_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'sample',,N,,?,NMR experiments used to derive these data,?,Sample label,Pointer to a save frame of the category 'sample',,,,?,?,?
46030,deduced_hydrogen_bonds,N,T6,8,structure,560,NMR experiments used to derive these data,_Deduced_H_bond_experiment.Sample_state,,,,,,Y,H,,M,,,Y,N,,,,,Sample state,VARCHAR(31),,,,,N,N,,,,,,,,,Y,50,4,,,,,0,?,Sample state,Physical state of the sample either anisotropic or isotropic.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,V,V,,,,,?,1,Deduced_H_bond_experiment,Sample_state,Y,?,N,,Y,N,line,,,,,Physical state of the sample either anisotropic or isotropic.,,N,,?,NMR experiments used to derive these data,?,Sample state,Physical state of the sample either anisotropic or isotropic.,,,,?,?,?
46040,deduced_hydrogen_bonds,N,T6,8,structure,560,NMR experiments used to derive these data,_Deduced_H_bond_experiment.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Deduced_H_bond_list,Sf_ID,,,,Y,60,4,,,,,4,?,n/a,Pointer to '_Deduced_H_bond_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Deduced_H_bond_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Deduced_H_bond_experiment,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Deduced_H_bond_list.Sf_ID',,N,,?,NMR experiments used to derive these data,?,n/a,Pointer to '_Deduced_H_bond_list.Sf_ID',,,,?,?,?
46050,deduced_hydrogen_bonds,N,T6,8,structure,560,NMR experiments used to derive these data,_Deduced_H_bond_experiment.Entry_ID,,,,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,70,4,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,Deduced_H_bond_experiment,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,NMR experiments used to derive these data,?,n/a,Pointer to '_Entry.ID',,,,?,?,?
46060,deduced_hydrogen_bonds,N,T6,8,structure,560,NMR experiments used to derive these data,_Deduced_H_bond_experiment.Deduced_H_bond_list_ID,,,,,,Y,H,,M,,,N,,,,,,Deduced H bond list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Deduced_H_bond_list,ID,,,,Y,80,4,,,,,5,?,n/a,Pointer to '_Deduced_H_bond_list.ID',?,?,Y,Y,N,N,N,,,,_Deduced_H_bond_list.ID,V,V,,,,,V,V,,,,,?,0,Deduced_H_bond_experiment,Deduced_H_bond_list_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Deduced_H_bond_list.ID',,N,,Y,NMR experiments used to derive these data,?,n/a,Pointer to '_Deduced_H_bond_list.ID',,,,?,?,?
46070,deduced_hydrogen_bonds,N,T6,8,structure,560,Software,_Deduced_H_bond_software.Software_ID,,,,,,Y,H,,M,,,N,,,,,,Software ID,INTEGER,NOT NULL,,,,N,N,,Y,,Software,ID,,,,Y,10,,,,,,7,?,Software ID,Pointer to '_Software.ID',?,?,Y,Y,N,N,N,,,,_Software.ID,O,O,,,,,O,O,,,,,?,0,Deduced_H_bond_software,Software_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Software.ID',,N,,?,Software,?,Software ID,Pointer to '_Software.ID',,,,?,?,?
46080,deduced_hydrogen_bonds,N,T6,8,structure,560,Software,_Deduced_H_bond_software.Software_label,,,,,,Y,H,,M,,,N,,,,,,Software label,VARCHAR(127),NOT NULL,,,,N,N,,,,Software,Sf_framecode,,,,Y,20,,11,,,,8,?,Software name,Select the name of a software tool entered earlier in the deposition process from the pull down list. This is the software used to derive the hydrogen bond data.,?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,Deduced_H_bond_software,Software_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'software',,N,,?,Software,?,Software name,Select the name of a software tool entered earlier in the deposition process from the pull down list. This is the software used to derive the hydrogen bond data.,,,,?,?,?
46090,deduced_hydrogen_bonds,N,T6,8,structure,560,Software,_Deduced_H_bond_software.Method_ID,,,,,,Y,H,,M,,,N,,,,,,Method ID,INTEGER,,,,,N,N,,,,Method,ID,,,,Y,30,,,,,,7,?,Method ID,Pointer to '_Method.ID',?,?,Y,Y,N,N,N,,,,_Method.ID,O,O,,,,,O,O,,,,,?,0,Deduced_H_bond_software,Method_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Method.ID',,N,,?,Software,?,Method ID,Pointer to '_Method.ID',,,,?,?,?
46100,deduced_hydrogen_bonds,N,T6,8,structure,560,Software,_Deduced_H_bond_software.Method_label,,,,,,Y,H,,M,,,N,,,,,,Method label,VARCHAR(127),,,,,N,N,,,,Method,Sf_framecode,,,,Y,40,,12,,,,8,?,Method label,Pointer to a save frame of the category 'method',?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,Deduced_H_bond_software,Method_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'method',,N,,?,Software,?,Method label,Pointer to a save frame of the category 'method',,,,?,?,?
46110,deduced_hydrogen_bonds,N,T6,8,structure,560,Software,_Deduced_H_bond_software.Sf_ID,,,,,,Y,H,,M,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Deduced_H_bond_list,Sf_ID,,,,Y,50,,,,,,4,?,n/a,Pointer to '_Deduced_H_bond_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_Deduced_H_bond_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,Deduced_H_bond_software,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Deduced_H_bond_list.Sf_ID',,N,,?,Software,?,n/a,Pointer to '_Deduced_H_bond_list.Sf_ID',,,,?,?,?
46120,deduced_hydrogen_bonds,N,T6,8,structure,560,Software,_Deduced_H_bond_software.Entry_ID,,,,,,Y,H,,M,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,60,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,O,O,,,,,O,O,,,,,?,0,Deduced_H_bond_software,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,Software,?,n/a,Pointer to '_Entry.ID',,,,?,?,?
46130,deduced_hydrogen_bonds,N,T6,8,structure,560,Software,_Deduced_H_bond_software.Deduced_H_bond_list_ID,,,,,,Y,H,,M,,,N,,,,,,Deduced H bond list ID,INTEGER,NOT NULL,,,,N,N,,Y,,Deduced_H_bond_list,ID,,,,Y,70,,,,,,5,?,n/a,Pointer to '_Deduced_H_bond_list.ID',?,?,Y,Y,N,N,N,,,,_Deduced_H_bond_list.ID,O,O,,,,,O,O,,,,,?,0,Deduced_H_bond_software,Deduced_H_bond_list_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Deduced_H_bond_list.ID',,N,,Y,Software,?,n/a,Pointer to '_Deduced_H_bond_list.ID',,,,?,?,?
46140,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.ID,,,,,,N,H,,M,,,N,,,,,,ID,INTEGER,NOT NULL,,,,Y,N,,Y,,,,,,,Y,10,,,,,,6,?,n/a,Unique identifier for the hydrogen bond deduced from experimental data.,?,?,Y,Y,N,N,N,,,,,V,I,,,,R,V,V,,,,,?,0,Deduced_H_bond,ID,Y,deduced hydrogen bonds,N,,N,N,int,,,,,Unique identifier for the hydrogen bond deduced from experimental data.,,N,,?,Deduced H bond,?,n/a,Unique identifier for the hydrogen bond deduced from experimental data.,,,,?,?,?
46150,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Donor_atom_ID,,,,,,N,H,,M,,,N,,,,,,Donor atom ID,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,20,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID'. The atom designated is the one that is donating the proton in the hydrogen bond.,?,?,Y,Y,N,N,N,,,,_Chem_comp_atom.Atom_ID,V,I,,,,,V,V,,,,,?,0,Deduced_H_bond,Donor_atom_ID,?,?,N,,N,N,atcode,,,,,Pointer to '_Chem_comp_atom.Atom_ID'. The atom designated is the one that is donating the proton in the hydrogen bond.,,N,,?,Deduced H bond,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID'. The atom designated is the one that is donating the proton in the hydrogen bond.,,,,?,?,?
46160,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_assembly_atom_ID_1,,,,,,N,H,,M,,,N,,,,,,Heavy atom assembly atom ID 1,INTEGER,,,,,N,N,,,,Atom,Assembly_atom_ID,,,,Y,30,,,,,,0,?,n/a,Pointer to '_Atom.Assembly_atom_ID',?,?,Y,Y,N,N,N,,,,_Atom.Assembly_atom_ID,O,I,,,,,O,O,,,,,?,0,Deduced_H_bond,Heavy_atom_assembly_atom_ID_1,?,?,N,,N,N,int,,,,,Pointer to '_Atom.Assembly_atom_ID',,N,,?,Deduced H bond,?,n/a,Pointer to '_Atom.Assembly_atom_ID',,,,?,?,?
46170,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_entity_assembly_ID_1,,,,,,N,H,,M,,,N,,,,,,Heavy atom entity assembly ID 1,INTEGER,NOT NULL,,,,N,N,,,,Entity_assembly,ID,,,,Y,40,,,,,,0,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,,,,_Entity_assembly.ID,V,I,,,,,V,V,,,,,?,0,Deduced_H_bond,Heavy_atom_entity_assembly_ID_1,?,?,N,,N,N,int,,,,,Pointer to '_Entity_assembly.ID',,N,,?,Deduced H bond,?,n/a,Pointer to '_Entity_assembly.ID',,,,?,?,?
46180,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_entity_ID_1,,,,,,N,H,,M,,,N,,,,,,Heavy atom entity ID 1,INTEGER,NOT NULL,,,,N,N,,,,Entity,ID,,,,Y,50,,,,,,0,?,n/a,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,,,,_Entity.ID,V,I,,,,,V,V,,,,,?,0,Deduced_H_bond,Heavy_atom_entity_ID_1,?,?,N,,N,N,int,,,,,Pointer to '_Entity.ID',,N,,?,Deduced H bond,?,n/a,Pointer to '_Entity.ID',,,,?,?,?
46190,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_comp_index_ID_1,,,,,,N,H,,M,,,N,,,,,,Heavy atom comp index ID 1,INTEGER,NOT NULL,,,,N,N,,,,Entity_comp_index,ID,,,,Y,60,,,,,,0,?,n/a,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,,,,_Entity_comp_index.ID,V,I,,,,,V,V,,,,,?,0,Deduced_H_bond,Heavy_atom_comp_index_ID_1,?,?,N,,N,N,int,,,,,Pointer to '_Entity_comp_index.ID',,N,,?,Deduced H bond,?,n/a,Pointer to '_Entity_comp_index.ID',,,,?,?,?
46200,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_seq_ID_1,,,,,,N,H,,M,,,N,,,,,,Heavy atom seq ID 1,INTEGER,NOT NULL,,,,N,N,,,,Entity_poly_seq,Num,,,,Y,70,,,,,,0,?,n/a,Pointer to '_PDBX_poly_seq_scheme.Seq_ID',?,?,Y,Y,N,N,N,,,,_PDBX_poly_seq_scheme.Seq_ID,O,I,,,,,O,O,,,,,?,0,Deduced_H_bond,Heavy_atom_seq_ID_1,?,?,N,,N,N,int,,,,,Pointer to '_Entity_poly_seq.Num',,N,,?,Deduced H bond,?,n/a,Pointer to '_PDBX_poly_seq_scheme.Seq_ID',,,,?,?,?
46210,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_comp_ID_1,,,,,,N,H,,M,,,N,,,,,,Heavy atom comp ID 1,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp,ID,,,,Y,80,,,,,,0,?,n/a,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,,,,_Chem_comp.ID,V,I,,,,,V,V,,,,,?,0,Deduced_H_bond,Heavy_atom_comp_ID_1,?,?,N,,N,N,code,,,,,Pointer to '_Chem_comp.ID',,N,,?,Deduced H bond,?,n/a,Pointer to '_Chem_comp.ID',,,,?,?,?
46220,deduced_hydrogen_bonds,N,T6,8,structure,560,Deduced H bond,_Deduced_H_bond.Heavy_atom_atom_ID_1,,,,,,N,H,,M,,,N,,,,,,Heavy atom atom ID 1,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,90,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,,,,_Chem_comp_atom.Atom_ID,V,I,,,,,V,V,,,,,?,0,Deduced_H_bond,Heavy_atom_atom_ID_1,?,?,N,,N,N,atcode,,,,,Pointer to '_Chem_comp_atom.Atom_ID',,N,,?,Deduced H bond,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',,,,?,?,?
